Дата,Заражений,Выздоровлений,Смертей,Заражений за день,Выздоровлений за день,Население страны,I,R,S,Инфицированные_I,Восприимчивые_S,Инфицированные норм
2021-10-15,8400946,7739763.0,138792,44400,34555.0,63181775,522391.0,7878555.0,54780829,522391.0,54780829,826.8064643641303
2021-10-16,8443898,7769161.0,138940,42952,29398.0,63181775,535797.0,7908101.0,54737877,535797.0,54737877,848.0246083621424
2021-10-17,8488755,7798838.0,138997,44857,29677.0,63181775,550920.0,7937835.0,54693020,550920.0,54693020,871.9603081743113
2021-10-18,8537615,7833260.0,139042,48860,34422.0,63181775,565313.0,7972302.0,54644160,565313.0,54644160,894.7406115133675
2021-10-19,8581209,7866221.0,139265,43594,32961.0,63181775,575723.0,8005486.0,54600566,575723.0,54600566,911.2168817669336
2021-10-20,8630019,7904964.0,139444,48810,38743.0,63181775,585611.0,8044408.0,54551756,585611.0,54551756,926.8669644054793
2021-10-21,8681729,7944734.0,139562,51710,39770.0,63181775,597433.0,8084296.0,54500046,597433.0,54500046,945.5780563303263
2021-10-22,8730733,7979668.0,139743,49004,34934.0,63181775,611322.0,8119411.0,54451042,611322.0,54451042,967.5606612824663
2021-10-23,8775894,8019064.0,139878,45161,39396.0,63181775,616952.0,8158942.0,54405881,616952.0,54405881,976.4714587394861
2021-10-24,8814789,8052684.0,139950,38895,33620.0,63181775,622155.0,8192634.0,54366986,622155.0,54366986,984.7064283964799
2021-10-25,8851040,8092293.0,139990,36251,39609.0,63181775,618757.0,8232283.0,54330735,618757.0,54330735,979.3282952243744
2021-10-26,8894807,8129878.0,140253,43767,37585.0,63181775,624676.0,8270131.0,54286968,624676.0,54286968,988.6965030659553
2021-10-27,8938909,8171339.0,140462,44102,41461.0,63181775,627108.0,8311801.0,54242866,627108.0,54242866,992.5457143298048
2021-10-28,8978370,8215918.0,140628,39461,44579.0,63181775,621824.0,8356546.0,54203405,621824.0,54203405,984.1825431463425
2021-10-29,9021626,8260131.0,140815,43256,44213.0,63181775,620680.0,8400946.0,54160149,620680.0,54160149,982.3718944268343
2021-10-30,9062715,8302917.0,140981,41089,42786.0,63181775,618817.0,8443898.0,54119060,618817.0,54119060,979.4232593180549
2021-10-31,9100533,8347700.0,141055,37818,44783.0,63181775,611778.0,8488755.0,54081242,611778.0,54081242,968.2823883944382
2021-11-01,9140352,8396517.0,141098,39819,48817.0,63181775,602737.0,8537615.0,54041423,602737.0,54041423,953.9728822116821
2021-11-02,9174089,8439819.0,141390,33737,43302.0,63181775,592880.0,8581209.0,54007686,592880.0,54007686,938.3718643548714
2021-11-03,9215691,8488412.0,141607,41602,48593.0,63181775,585672.0,8630019.0,53966084,585672.0,53966084,926.9635112340544
2021-11-04,9252557,8539903.0,141826,36866,51491.0,63181775,570828.0,8681729.0,53929218,570828.0,53929218,903.4693944574998
2021-11-05,9286511,8588714.0,142019,33954,48811.0,63181775,555778.0,8730733.0,53895264,555778.0,53895264,879.6492342926422
2021-11-06,9317081,8633720.0,142174,30570,45006.0,63181775,541187.0,8775894.0,53864694,541187.0,53864694,856.5555494444403
2021-11-07,9347062,8672553.0,142236,29981,38833.0,63181775,532273.0,8814789.0,53834713,532273.0,53834713,842.447050593308
2021-11-08,9379205,8708747.0,142293,32143,36194.0,63181775,528165.0,8851040.0,53802570,528165.0,53802570,835.9451756459833
2021-11-09,9412197,8752251.0,142556,32992,43504.0,63181775,517390.0,8894807.0,53769578,517390.0,53769578,818.891207155861
2021-11-10,9451810,8796137.0,142772,39613,43886.0,63181775,512901.0,8938909.0,53729965,512901.0,53729965,811.7863102136653
2021-11-11,9495255,8835399.0,142971,43445,39262.0,63181775,516885.0,8978370.0,53686520,516885.0,53686520,818.0919260340502
2021-11-12,9534422,8878510.0,143116,39167,43111.0,63181775,512796.0,9021626.0,53647353,512796.0,53647353,811.6201230497244
2021-11-13,9572415,8919441.0,143274,37993,40931.0,63181775,509700.0,9062715.0,53609360,509700.0,53609360,806.7199758158108
2021-11-14,9608830,8957196.0,143337,36415,37755.0,63181775,508297.0,9100533.0,53572945,508297.0,53572945,804.4993987585818
2021-11-15,9649092,8996968.0,143384,40262,39772.0,63181775,508740.0,9140352.0,53532683,508740.0,53532683,805.2005503169229
2021-11-16,9686227,9030491.0,143598,37135,33523.0,63181775,512138.0,9174089.0,53495548,512138.0,53495548,810.5786834890283
2021-11-17,9724444,9071892.0,143799,38217,41401.0,63181775,508753.0,9215691.0,53457331,508753.0,53457331,805.2211258705537
2021-11-18,9772540,9108558.0,143999,48096,36666.0,63181775,519983.0,9252557.0,53409235,519983.0,53409235,822.9952387377531
2021-11-19,9817330,9142353.0,144158,44790,33795.0,63181775,530819.0,9286511.0,53364445,530819.0,53364445,840.1457540564506
2021-11-20,9857655,9172773.0,144308,40325,30420.0,63181775,540574.0,9317081.0,53324120,540574.0,53324120,855.5853329540046
2021-11-21,9897448,9202693.0,144369,39793,29920.0,63181775,550386.0,9347062.0,53284327,550386.0,53284327,871.115127740555
2021-11-22,9942671,9234791.0,144414,45223,32098.0,63181775,563466.0,9379205.0,53239104,563466.0,53239104,891.8173001629029
2021-11-23,9985536,9267618.0,144579,42865,32827.0,63181775,573339.0,9412197.0,53196239,573339.0,53196239,907.4436417780286
2021-11-24,10028653,9307082.0,144728,43117,39464.0,63181775,576843.0,9451810.0,53153122,576843.0,53153122,912.9895448489694
2021-11-25,10075820,9350379.0,144876,47167,43297.0,63181775,580565.0,9495255.0,53105955,580565.0,53105955,918.8804841269496
2021-11-26,10125736,9389386.0,145036,49916,39007.0,63181775,591314.0,9534422.0,53056039,591314.0,53056039,935.8933015098104
2021-11-27,10165777,9427248.0,145167,40041,37862.0,63181775,593362.0,9572415.0,53015998,593362.0,53015998,939.1347425741046
2021-11-28,10202537,9463612.0,145218,36760,36364.0,63181775,593707.0,9608830.0,52979238,593707.0,52979238,939.6807861127675
2021-11-29,10245033,9503839.0,145253,42496,40227.0,63181775,595941.0,9649092.0,52936742,595941.0,52936742,943.2166158674713
2021-11-30,10285443,9540814.0,145413,40410,36975.0,63181775,599216.0,9686227.0,52896332,599216.0,52896332,948.4000726475317
2021-12-01,10333452,9578858.0,145586,48009,38044.0,63181775,609008.0,9724444.0,52848323,609008.0,52848323,963.8982127361886
2021-12-02,10386944,9626812.0,145728,53492,47954.0,63181775,614404.0,9772540.0,52794831,614404.0,52794831,972.4386502278545
2021-12-03,10438148,9671456.0,145874,51204,44644.0,63181775,620818.0,9817330.0,52743627,620818.0,52743627,982.5903118422995
2021-12-04,10479966,9711654.0,146001,41818,40198.0,63181775,622311.0,9857655.0,52701809,622311.0,52701809,984.9533350400492
2021-12-05,10523594,9751393.0,146055,43628,39739.0,63181775,626146.0,9897448.0,52658181,626146.0,52658181,991.0231233611274
2021-12-06,10574930,9796571.0,146100,51336,45178.0,63181775,632259.0,9942671.0,52606845,632259.0,52606845,1000.6983817722753
2021-12-07,10620303,9839256.0,146280,45373,42685.0,63181775,634767.0,9985536.0,52561472,634767.0,52561472,1004.6678808881201
2021-12-08,10671356,9882211.0,146442,51053,42955.0,63181775,642703.0,10028653.0,52510419,642703.0,52510419,1017.2284650122602
2021-12-09,10721839,9929230.0,146590,50483,47019.0,63181775,646019.0,10075820.0,52459936,646019.0,52459936,1022.4768139230023
2021-12-10,10780442,9979024.0,146712,58603,49794.0,63181775,654706.0,10125736.0,52401333,654706.0,52401333,1036.2260319530435
2021-12-11,10833032,10018933.0,146844,52590,39909.0,63181775,667255.0,10165777.0,52348743,667255.0,52348743,1056.0877721463191
2021-12-12,10881385,10055641.0,146896,48353,36708.0,63181775,678848.0,10202537.0,52300390,678848.0,52300390,1074.4364177802856
2021-12-13,10935598,10098098.0,146935,54213,42457.0,63181775,690565.0,10245033.0,52246177,690565.0,52246177,1092.9813225411917
2021-12-14,10995158,10138358.0,147085,59560,40260.0,63181775,709715.0,10285443.0,52186617,709715.0,52186617,1123.2906957742166
2021-12-15,11073251,10186203.0,147249,78093,47845.0,63181775,739799.0,10333452.0,52108524,739799.0,52108524,1170.9056923456171
2021-12-16,11161258,10239549.0,147395,88007,53346.0,63181775,774314.0,10386944.0,52020517,774314.0,52020517,1225.5337872353223
2021-12-17,11254194,10290642.0,147506,92936,51093.0,63181775,816046.0,10438148.0,51927581,816046.0,51927581,1291.5844798598964
2021-12-18,11343591,10332334.0,147632,89397,41692.0,63181775,863625.0,10479966.0,51838184,863625.0,51838184,1366.8894234136346
2021-12-19,11425878,10375915.0,147679,82287,43581.0,63181775,902284.0,10523594.0,51755897,902284.0,51755897,1428.0763717068728
2021-12-20,11518027,10427207.0,147723,92149,51292.0,63181775,943097.0,10574930.0,51663748,943097.0,51663748,1492.6725309632407
2021-12-21,11607587,10472408.0,147895,89560,45201.0,63181775,987284.0,10620303.0,51574188,987284.0,51574188,1562.6088377542417
2021-12-22,11713355,10523320.0,148036,105768,50912.0,63181775,1041999.0,10671356.0,51468420,1041999.0,51468420,1649.2081775163804
2021-12-23,11836593,10573653.0,148186,123238,50333.0,63181775,1114754.0,10721839.0,51345182,1114754.0,51345182,1764.3600547784547
2021-12-24,11958451,10632118.0,148324,121858,58465.0,63181775,1178009.0,10780442.0,51223324,1178009.0,51223324,1864.4759505411173
2021-12-25,12080799,10684698.0,148334,122348,52580.0,63181775,1247767.0,10833032.0,51100976,1247767.0,51100976,1974.884371323851
2021-12-26,12200165,10733048.0,148337,119366,48350.0,63181775,1318780.0,10881385.0,50981610,1318780.0,50981610,2087.2791243994016
2021-12-27,12308123,10787118.0,148480,107958,54070.0,63181775,1372525.0,10935598.0,50873652,1372525.0,50873652,2172.3432113137055
2021-12-28,12446467,10846659.0,148499,138344,59541.0,63181775,1451309.0,10995158.0,50735308,1451309.0,50735308,2297.037397255775
2021-12-29,12629503,10924694.0,148557,183036,78035.0,63181775,1556252.0,11073251.0,50552272,1556252.0,50552272,2463.134345307646
2021-12-30,12819883,11012365.0,148893,190380,87671.0,63181775,1658625.0,11161258.0,50361892,1658625.0,50361892,2625.1636646802026
2021-12-31,13010853,11105098.0,149096,190970,92733.0,63181775,1756659.0,11254194.0,50170922,1756659.0,50170922,2780.3254973447642
2022-01-01,13174530,11194340.0,149251,163677,89242.0,63181775,1830939.0,11343591.0,50007245,1830939.0,50007245,2897.891045321218
2022-01-02,13310224,11276554.0,149324,135694,82214.0,63181775,1884346.0,11425878.0,49871551,1884346.0,49871551,2982.420167841122
2022-01-03,13498751,11368660.0,149367,188527,92106.0,63181775,1980724.0,11518027.0,49683024,1980724.0,49683024,3134.960991520102
2022-01-04,13722579,11458170.0,149417,223828,89510.0,63181775,2114992.0,11607587.0,49459196,2114992.0,49459196,3347.471640358315
2022-01-05,13917693,11563595.0,149760,195114,105425.0,63181775,2204338.0,11713355.0,49264082,2204338.0,49264082,3488.8826722579415
2022-01-06,14099839,11686600.0,149993,182146,123005.0,63181775,2263246.0,11836593.0,49081936,2263246.0,49081936,3582.1184194334523
2022-01-07,14280081,11808229.0,150222,180242,121629.0,63181775,2321630.0,11958451.0,48901694,2321630.0,48901694,3674.524813524153
2022-01-08,14422121,11930261.0,150538,142040,122032.0,63181775,2341322.0,12080799.0,48759654,2341322.0,48759654,3705.692029070092
2022-01-09,14564390,12049529.0,150636,142269,119268.0,63181775,2364225.0,12200165.0,48617385,2364225.0,48617385,3741.941406362832
2022-01-10,14708454,12157411.0,150712,144064,107882.0,63181775,2400331.0,12308123.0,48473321,2400331.0,48473321,3799.087632469965
2022-01-11,14825809,12295376.0,151091,117355,137965.0,63181775,2379342.0,12446467.0,48355966,2379342.0,48355966,3765.8676097656326
2022-01-12,14957778,12478009.0,151494,131969,182633.0,63181775,2328275.0,12629503.0,48223997,2328275.0,48223997,3685.042086899268
2022-01-13,15064277,12668052.0,151831,106499,190043.0,63181775,2244394.0,12819883.0,48117498,2244394.0,48117498,3552.2807011990403
2022-01-14,15164861,12858746.0,152107,100584,190694.0,63181775,2154008.0,13010853.0,48016914,2154008.0,48016914,3409.2236250089522
2022-01-15,15246208,13022135.0,152395,81347,163389.0,63181775,2071678.0,13174530.0,47935567,2071678.0,47935567,3278.9170611303657
2022-01-16,15316987,13157740.0,152484,70779,135605.0,63181775,2006763.0,13310224.0,47864788,2006763.0,47864788,3176.1738254425427
2022-01-17,15406943,13346174.0,152577,89956,188434.0,63181775,1908192.0,13498751.0,47774832,1908192.0,47774832,3020.1620641395402
2022-01-19,15609692,13764317.0,153376,108239,194753.0,63181775,1691999.0,13917693.0,47572083,1691999.0,47572083,2677.9858590550834
2022-01-20,15717846,13946129.0,153710,108154,181812.0,63181775,1618007.0,14099839.0,47463929,1618007.0,47463929,2560.876138728296
2022-01-21,15814339,14126082.0,153999,96493,179953.0,63181775,1534258.0,14280081.0,47367436,1534258.0,47367436,2428.323674034166
2022-01-22,15891933,14267825.0,154296,77594,141743.0,63181775,1469812.0,14422121.0,47289842,1469812.0,47289842,2326.3227410119453
2022-01-23,15967194,14410016.0,154374,75261,142191.0,63181775,1402804.0,14564390.0,47214581,1402804.0,47214581,2220.266841189568
2022-01-24,16062685,14554024.0,154430,95491,144008.0,63181775,1354231.0,14708454.0,47119090,1354231.0,47119090,2143.3886591505225
2022-01-25,16157980,14670937.0,154872,95295,116913.0,63181775,1332171.0,14825809.0,47023795,1332171.0,47023795,2108.4735273739934
2022-01-26,16260425,14802560.0,155218,102445,131623.0,63181775,1302647.0,14957778.0,46921350,1302647.0,46921350,2061.7448623436107
2022-01-27,16357612,14908716.0,155561,97187,106156.0,63181775,1293335.0,15064277.0,46824163,1293335.0,46824163,2047.006435004398
2022-01-28,16446952,15009021.0,155840,89340,100305.0,63181775,1282091.0,15164861.0,46734823,1282091.0,46734823,2029.2101638486731
2022-01-29,16519771,15090072.0,156136,72819,81051.0,63181775,1273563.0,15246208.0,46662004,1273563.0,46662004,2015.7126006668852
2022-01-30,16582687,15160765.0,156222,62916,70693.0,63181775,1265700.0,15316987.0,46599088,1265700.0,46599088,2003.2675561900564
2022-01-31,17430856,15250663.0,156280,848169,89898.0,63181775,2023913.0,15406943.0,45750919,2023913.0,45750919,3203.3177288862175
2022-02-01,17543963,15344052.0,157401,113107,93389.0,63181775,2042510.0,15501453.0,45637812,2042510.0,45637812,3232.7518497224873
2022-02-02,17631560,15451756.0,157936,87597,107704.0,63181775,2021868.0,15609692.0,45550215,2021868.0,45550215,3200.0810360266073
2022-02-03,17727264,15559582.0,158264,95704,107826.0,63181775,2009418.0,15717846.0,45454511,2009418.0,45454511,3180.3759865879047
2022-02-04,17809884,15655819.0,158520,82620,96237.0,63181775,1995545.0,15814339.0,45371891,1995545.0,45371891,3158.418705394079
2022-02-05,17870485,15733152.0,158781,60601,77333.0,63181775,1978552.0,15891933.0,45311290,1978552.0,45311290,3131.5232913288683
2022-02-06,17924207,15808338.0,158856,53722,75186.0,63181775,1957013.0,15967194.0,45257568,1957013.0,45257568,3097.432764432465
2022-02-07,17988154,15903782.0,158903,63947,95444.0,63181775,1925469.0,16062685.0,45193621,1925469.0,45193621,3047.506974914839
2022-02-08,18054899,15998762.0,159218,66745,94980.0,63181775,1896919.0,16157980.0,45126876,1896919.0,45126876,3002.31989367187
2022-02-09,18122879,16100924.0,159501,67980,102162.0,63181775,1862454.0,16260425.0,45058896,1862454.0,45058896,2947.7709355268985
2022-02-10,18287353,16197899.0,159713,164474,96975.0,63181775,1929741.0,16357612.0,44894422,1929741.0,44894422,3054.26841838489
2022-02-11,18346213,16287043.0,159909,58860,89144.0,63181775,1899261.0,16446952.0,44835562,1899261.0,44835562,3006.0266587951983
2022-02-12,18392169,16359695.0,160076,45956,72652.0,63181775,1872398.0,16519771.0,44789606,1872398.0,44789606,2963.509651319546
2022-02-13,18433372,16422559.0,160128,41203,62864.0,63181775,1850685.0,16582687.0,44748403,1850685.0,44748403,2929.143728551469
2022-02-15,18521452,17383563.0,160400,46341,112871.0,63181775,977489.0,17543963.0,44660323,977489.0,44660323,1547.1059494609008
2022-02-16,18575733,17470961.0,160599,54281,87398.0,63181775,944173.0,17631560.0,44606042,944173.0,44606042,1494.3755537099107
2022-02-17,18628702,17566479.0,160785,52969,95518.0,63181775,901438.0,17727264.0,44553073,901438.0,44553073,1426.7373779859777
2022-02-18,18676361,17648938.0,160946,47659,82459.0,63181775,866477.0,17809884.0,44505414,866477.0,44505414,1371.4033833332476
2022-02-19,18715582,17709411.0,161074,39221,60473.0,63181775,845097.0,17870485.0,44466193,845097.0,44466193,1337.5645112850978
2022-02-20,18746592,17763059.0,161148,31010,53648.0,63181775,822385.0,17924207.0,44435183,822385.0,44435183,1301.6174363572406
2022-02-21,18785333,17826975.0,161179,38741,63916.0,63181775,797179.0,17988154.0,44396442,797179.0,44396442,1261.7230206020645
2022-02-22,18826968,17893515.0,161384,41635,66540.0,63181775,772069.0,18054899.0,44354807,772069.0,44354807,1221.980547396777
2022-02-23,18867585,17961330.0,161549,40617,67815.0,63181775,744706.0,18122879.0,44314190,744706.0,44314190,1178.672172473787
2022-02-24,18906546,18125678.0,161675,38961,164348.0,63181775,619193.0,18287353.0,44275229,619193.0,44275229,980.0183676384527
2022-02-25,18938546,18184416.0,161797,32000,58738.0,63181775,592333.0,18346213.0,44243229,592333.0,44243229,937.5061083674841
2022-02-26,18938546,18230372.0,161797,0,45956.0,63181775,546377.0,18392169.0,44243229,546377.0,44243229,864.7699435478031
2022-02-27,18938546,18271575.0,161797,0,41203.0,63181775,505174.0,18433372.0,44243229,505174.0,44243229,799.5565176825121
2022-02-28,19021076,18313177.0,161934,82530,41602.0,63181775,545965.0,18475111.0,44160699,545965.0,44160699,864.1178567711971
2022-03-01,19120746,18359249.0,162203,99670,46072.0,63181775,599294.0,18521452.0,44061029,599294.0,44061029,948.5235259693163
2022-03-02,19166049,18413455.0,162278,45303,54206.0,63181775,590316.0,18575733.0,44015726,590316.0,44015726,934.3137320849248
2022-03-03,19211944,18466230.0,162472,45895,52775.0,63181775,583242.0,18628702.0,43969831,583242.0,43969831,923.1174654399944
2022-03-04,19256835,18513779.0,162582,44891,47549.0,63181775,580474.0,18676361.0,43924940,580474.0,43924940,918.7364552515342
2022-03-05,19256835,18553000.0,162582,0,39221.0,63181775,541253.0,18715582.0,43924940,541253.0,43924940,856.6600099474888
2022-03-06,19256835,18584010.0,162582,0,31010.0,63181775,510243.0,18746592.0,43924940,510243.0,43924940,807.5794008636193
2022-03-07,19383743,18622611.0,162722,126908,38601.0,63181775,598410.0,18785333.0,43798032,598410.0,43798032,947.1243883224237
2022-03-08,19446892,18664032.0,162936,63149,41421.0,63181775,619924.0,18826968.0,43734883,619924.0,43734883,981.1753468464601
2022-03-09,19515547,18704526.0,163059,68655,40494.0,63181775,647962.0,18867585.0,43666228,647962.0,43666228,1025.5520678233556
2022-03-10,19600293,18743343.0,163203,84746,38817.0,63181775,693747.0,18906546.0,43581482,693747.0,43581482,1098.0175849760474
2022-03-11,19673347,18775229.0,163317,73054,31886.0,63181775,734801.0,18938546.0,43508428,734801.0,43508428,1162.9951833420319
2022-03-12,19673347,18775229.0,163317,0,0.0,63181775,734801.0,18938546.0,43508428,734801.0,43508428,1162.9951833420319
2022-03-13,19673347,18775229.0,163317,0,0.0,63181775,734801.0,18938546.0,43508428,734801.0,43508428,1162.9951833420319
2022-03-14,19845016,18857622.0,163454,171669,82393.0,63181775,823940.0,19021076.0,43336759,823940.0,43336759,1304.0785891184603
2022-03-15,19965698,18957066.0,163680,120682,99444.0,63181775,844952.0,19120746.0,43216077,844952.0,43216077,1337.3350147253698
2022-03-16,20059641,19002216.0,163833,93943,45150.0,63181775,893592.0,19166049.0,43122134,893592.0,43122134,1414.3192400023584
2022-03-17,20150847,19047972.0,163972,91206,45756.0,63181775,938903.0,19211944.0,43030928,938903.0,43030928,1486.034540814974
2022-03-18,20243940,19092736.0,164099,93093,44764.0,63181775,987105.0,19256835.0,42937835,987105.0,42937835,1562.3255282080947
2022-03-19,20243940,19092736.0,164099,0,0.0,63181775,987105.0,19256835.0,42937835,987105.0,42937835,1562.3255282080947
2022-03-20,20243940,19092736.0,164099,0,0.0,63181775,987105.0,19256835.0,42937835,987105.0,42937835,1562.3255282080947
